annee;mois;jour;heure;N2aixa;N2aixc;N2cinq;N2plom;N2raba;N2stlo;O3aixa;O3aixp;O3cinq;PCaixa;PCaixc;PCcinq;PCraba;PCstlo;Aix VV
2014;1;15;5;31;43;19;79;29;19;26;48;53;11;11;9;8;10;0.8
2014;1;15;6;51;56;41;96;66;26;4;38;30;15;13;6;22;13;0.5
2014;1;15;7;59;68;41;107;58;48;0;27;31;25;23;11;19;15;0.5
2014;1;15;8;66;69;57;115;77;53;2;28;18;28;25;18;15;23;0
2014;1;15;9;65;75;60;120;71;54;6;45;20;67;32;26;44;28;0
2014;1;15;10;76;75;35;116;60;34;6;34;39;34;38;21;32;28;0
2014;1;15;11;69;65;46;120;62;35;10;62;33;41;40;18;31;25;1.1
2014;1;15;12;63;73;45;114;66;38;14;51;34;39;37;26;37;27;1
2014;1;15;13;23;59;44;126;68;37;44;46;35;27;29;27;36;26;1
2014;1;15;14;26;65;54;134;60;42;41;39;25;18;24;30;33;27;0.9
2014;1;15;15;32;67;64;134;72;59;36;39;20;16;25;34;41;34;1.2
2014;1;15;16;52;72;73;167;79;68;18;33;14;19;30;37;45;42;1
2014;1;15;17;73;85;77;128;94;68;4;6;11;29;37;36;32;43;0.5
2014;1;15;18;62;79;87;118;122;76;3;5;13;49;48;49;51;51;0
2014;1;15;19;58;57;74;136;102;82;1;4;12;55;48;66;79;88;0.7
2014;1;15;20;57;58;69;113;88;78;2;4;12;39;39;59;79;107;0.5
2014;1;15;21;55;58;65;100;79;77;2;6;12;43;36;49;69;105;0.5
2014;1;15;22;54;60;68;93;74;67;2;7;13;49;43;54;61;94;0
2014;1;15;23;48;47;58;83;71;58;2;6;12;47;42;62;54;65;0
2014;1;16;0;46;46;45;64;58;41;1;8;17;33;35;45;53;46;0
2014;1;16;1;31;34;27;45;54;23;17;30;34;32;30;26;41;30;1.9
2014;1;16;2;24;22;15;29;29;17;26;30;48;19;24;17;22;25;1.5
2014;1;16;3;17;16;10;28;17;14;36;60;59;17;20;11;12;20;2.5
2014;1;16;4;11;12;10;59;9;15;46;64;61;14;16;11;13;20;2.5
2014;1;16;5;9;12;10;63;22;20;48;63;63;14;13;9;12;19;3.1
2014;1;16;6;11;13;14;97;35;26;45;59;55;12;13;14;7;18;3.7
2014;1;16;7;15;25;23;92;45;35;39;55;45;14;13;11;6;17;4.9
2014;1;16;8;19;28;31;90;70;48;35;53;37;15;12;8;11;17;3.7
2014;1;16;9;19;26;25;72;28;53;37;59;47;12;10;12;8;18;4.3
2014;1;16;10;13;31;19;52;35;32;45;59;57;15;9;9;12;18;2.8
2014;1;16;11;15;26;20;50;33;30;45;60;59;9;8;14;15;19;4.1
2014;1;16;12;23;38;14;44;44;23;36;60;61;9;6;13;21;17;3.7
2014;1;16;13;36;41;14;50;22;24;28;55;62;14;10;20;17;21;2.7
2014;1;16;14;35;56;17;61;29;34;28;55;59;22;15;19;21;24;1
2014;1;16;15;37;53;22;73;32;34;26;56;54;22;17;23;20;30;1.8
2014;1;16;16;41;46;22;73;29;35;23;51;53;24;18;21;20;30;2.8
2014;1;16;17;54;69;21;93;54;36;13;50;53;18;20;21;25;33;1.9
2014;1;16;18;55;73;23;66;44;29;11;49;54;20;21;25;27;31;1.8
2014;1;16;19;50;49;21;61;25;24;22;54;58;24;21;22;24;28;1.7
2014;1;16;20;26;30;17;46;27;21;44;52;60;21;19;24;22;26;2.2
2014;1;16;21;13;26;11;26;13;15;55;54;65;19;20;25;22;26;3.6
2014;1;16;22;12;24;11;31;12;13;52;60;65;21;21;22;24;26;2.8
2014;1;16;23;9;16;8;24;10;12;55;59;64;20;20;22;22;29;3.1
2014;1;17;0;6;10;7;12;9;9;53;58;66;18;19;19;19;29;4.1
2014;1;17;1;9;11;4;8;10;7;48;54;66;17;20;23;19;29;3.1
2014;1;17;2;8;9;6;11;10;7;48;53;63;25;21;23;20;30;2.9
2014;1;17;3;14;10;5;13;11;7;41;51;64;22;23;25;21;28;2.6
2014;1;17;4;12;14;7;25;15;8;43;50;60;27;24;26;21;29;2.5
2014;1;17;5;16;22;11;66;29;21;39;49;57;22;23;26;22;29;2.5
2014;1;17;6;30;52;12;115;46;20;27;51;55;27;23;26;22;30;1.4
2014;1;17;7;41;64;22;114;41;31;15;40;46;23;25;24;20;29;1.1
2014;1;17;8;61;78;29;84;56;40;3;32;45;20;27;19;22;29;0
2014;1;17;9;57;76;24;94;52;33;13;31;52;24;30;18;23;29;1.6
2014;1;17;10;35;49;27;102;46;29;36;49;50;23;25;26;26;31;3.3
2014;1;17;11;27;39;23;78;41;25;42;53;53;26;25;26;32;34;2.7
2014;1;17;12;18;36;17;77;40;19;55;61;62;24;28;29;59;40;4.8
2014;1;17;13;21;40;17;82;35;23;54;59;64;32;35;25;47;60;3.4
2014;1;17;14;28;42;19;101;56;25;50;66;64;26;35;27;62;69;2.1
2014;1;17;15;27;45;19;105;74;25;51;68;65;30;34;29;53;71;3.3
2014;1;17;16;52;65;27;105;74;28;30;64;58;23;33;27;36;85;3.3
2014;1;17;17;46;49;32;124;92;33;30;57;53;28;38;24;37;75;2.6
2014;1;17;18;63;82;38;115;76;55;15;53;43;36;36;20;39;54;1.7
2014;1;17;19;61;76;59;118;69;70;11;64;22;45;51;22;40;60;1.8
2014;1;17;20;51;68;69;106;61;61;16;65;12;37;41;27;34;59;1.7
2014;1;17;21;48;49;49;84;32;42;16;68;22;38;30;29;24;40;1.8
2014;1;17;22;38;36;34;90;33;35;23;69;36;38;24;29;27;32;1.6
2014;1;17;23;25;33;28;69;33;29;30;66;40;30;24;26;27;29;1
2014;1;18;0;23;26;21;60;26;23;30;66;47;24;23;21;21;25;1.2
2014;1;18;1;20;21;16;50;31;17;33;67;54;18;23;19;21;22;2.1
2014;1;18;2;10;15;12;36;26;14;44;66;57;21;22;19;24;22;2
2014;1;18;3;7;10;8;29;12;11;47;66;62;18;18;14;20;20;2.1
2014;1;18;4;5;5;8;25;12;9;50;68;64;17;14;17;19;18;3.2
2014;1;18;5;6;6;8;44;18;16;47;66;66;15;14;14;22;23;3.5
2014;1;18;6;6;9;9;52;12;15;49;63;64;11;13;14;21;23;3.3
2014;1;18;7;7;9;11;47;14;14;52;66;60;13;13;13;14;21;3.8
2014;1;18;8;6;13;15;56;17;19;52;66;52;9;11;4;9;16;4
2014;1;18;9;9;15;19;65;18;22;48;61;45;11;8;7;4;10;3.9
2014;1;18;10;12;17;19;58;25;23;43;57;40;11;6;3;6;9;3.7
2014;1;18;11;9;17;25;76;18;19;47;58;40;4;2;3;9;5;4.4
2014;1;18;12;12;19;22;77;19;26;47;61;47;7;2;10;5;7;5.2
2014;1;18;13;10;14;22;78;22;20;55;66;49;14;3;9;9;8;5.9
2014;1;18;14;11;18;18;85;26;26;52;64;53;12;4;12;14;11;4
2014;1;18;15;11;20;17;80;24;23;48;62;53;7;8;9;12;15;3.8
2014;1;18;16;13;21;13;62;43;18;49;64;57;9;6;9;14;15;4.7
2014;1;18;17;19;41;14;69;62;19;41;64;56;12;8;13;19;16;2.2
2014;1;18;18;31;62;16;69;44;18;30;62;55;11;10;12;18;15;1.8
2014;1;18;19;34;43;13;63;18;16;31;62;62;14;11;13;20;15;2.5
2014;1;18;20;27;33;10;54;22;12;36;61;67;11;12;20;20;17;1.3
2014;1;18;21;18;23;7;35;16;9;45;64;70;20;14;18;18;20;2.3
2014;1;18;22;15;17;6;25;12;8;47;65;73;16;13;18;18;20;2.2
2014;1;18;23;14;16;6;38;17;8;48;67;74;13;13;14;22;18;2
2014;1;19;0;11;15;5;19;13;7;55;70;75;14;12;14;21;17;2.8
2014;1;19;1;7;10;4;26;13;6;62;72;77;12;12;19;16;14;2.9
2014;1;19;2;6;6;4;20;21;6;64;72;77;15;13;14;18;18;5.4
2014;1;19;3;9;8;3;10;10;6;57;70;79;15;15;18;20;19;3.7
2014;1;19;4;6;5;3;8;8;4;64;73;79;13;15;13;11;18;2.7
2014;1;19;5;6;6;4;14;8;5;66;74;76;7;10;7;10;14;3.3
2014;1;19;6;6;9;6;29;10;10;67;76;76;7;7;8;17;11;2.6
2014;1;19;7;8;6;6;30;8;11;66;77;78;7;6;13;14;13;3.6
2014;1;19;8;8;12;6;38;7;11;67;79;79;9;9;10;12;14;4
2014;1;19;9;6;8;8;43;10;15;74;82;78;10;9;6;9;12;3.9
2014;1;19;10;9;15;13;63;18;16;72;83;74;10;9;9;6;12;4.2
2014;1;19;11;7;13;11;55;22;12;71;81;76;6;8;6;10;11;2.4
2014;1;19;12;7;9;17;75;22;16;72;80;68;2;5;8;7;9;4.7
2014;1;19;13;6;10;12;67;26;19;70;77;67;6;5;10;12;12;4
2014;1;19;14;7;10;14;86;23;25;66;73;61;8;5;9;12;13;3.4
2014;1;19;15;9;14;15;77;21;27;61;69;65;9;6;11;15;15;4.7
2014;1;19;16;11;18;15;84;38;25;60;68;61;8;5;9;13;10;3.4
2014;1;19;17;13;23;23;88;49;30;52;64;55;9;5;7;13;8;3.2
2014;1;19;18;28;44;36;99;60;35;37;54;46;11;9;8;14;9;1.6
2014;1;19;19;24;37;36;107;49;29;43;60;41;15;12;19;15;10;2
2014;1;19;20;25;36;40;101;53;56;34;36;34;14;13;23;12;14;1.4
2014;1;19;21;28;56;35;82;34;59;24;42;33;14;17;21;10;22;1.5
2014;1;19;22;14;17;28;62;36;47;38;39;40;15;0;15;11;21;1.9
2014;1;19;23;14;20;24;54;35;44;33;37;44;11;0;20;11;21;0
2014;1;20;0;9;13;19;42;31;38;36;29;44;12;0;20;11;19;0
2014;1;20;1;12;16;19;42;24;24;31;31;39;11;11;15;11;17;1.1
2014;1;20;2;9;18;21;40;21;20;32;37;37;10;13;14;12;18;1.7
2014;1;20;3;8;17;19;36;24;16;34;31;33;6;14;16;11;16;1
2014;1;20;4;7;8;14;42;21;13;37;37;40;9;12;14;9;13;0
2014;1;20;5;10;16;20;63;25;23;33;37;36;10;12;8;7;12;0
2014;1;20;6;29;53;26;103;24;27;12;27;40;12;15;3;13;11;0.6
2014;1;20;7;39;60;42;102;49;39;13;23;27;12;16;4;8;11;1.9
2014;1;20;8;43;63;51;101;70;37;14;23;17;11;14;7;13;9;1.5
2014;1;20;9;46;67;49;113;58;34;10;23;23;14;15;10;7;7;1.2
2014;1;20;10;40;62;36;103;42;28;19;30;36;14;17;11;5;10;1.8
2014;1;20;11;27;59;33;92;43;24;30;40;38;9;17;12;14;16;1.6
2014;1;20;12;20;41;24;89;36;21;43;48;50;10;14;10;23;16;3.6
2014;1;20;13;15;34;17;77;34;18;51;52;65;11;12;9;13;15;3.6
2014;1;20;14;16;42;18;68;33;18;57;61;69;9;15;7;16;14;5.5
2014;1;20;15;19;45;22;76;33;19;54;59;65;10;21;12;16;15;5.3
2014;1;20;16;24;55;24;86;37;22;49;58;62;12;22;9;16;16;5.1
2014;1;20;17;28;56;30;92;44;23;45;55;53;14;20;10;10;15;4.6
2014;1;20;18;29;62;34;90;40;25;43;54;49;14;20;13;9;17;3.9
2014;1;20;19;27;53;28;73;39;20;42;53;53;16;22;14;9;16;3.6
2014;1;20;20;18;36;20;50;26;17;46;53;57;16;21;14;11;16;4
2014;1;20;21;12;25;16;37;19;15;47;53;60;14;19;13;8;15;3.9
2014;1;20;22;9;22;14;43;17;12;50;55;60;12;17;11;8;14;4.5
2014;1;20;23;8;15;12;34;15;11;50;53;60;13;14;11;9;13;3.5
2014;1;21;0;6;10;11;21;14;10;50;48;61;13;12;8;9;12;3.7
2014;1;21;1;7;8;10;16;12;10;51;45;63;12;10;6;14;10;3.3
2014;1;21;2;6;9;8;16;10;8;53;50;65;10;9;8;13;9;3.1
2014;1;21;3;6;9;8;26;10;8;54;55;64;10;7;12;10;8;3.1
2014;1;21;4;4;10;8;32;10;8;55;56;61;10;9;10;9;9;3.1
2014;1;21;5;7;18;12;53;15;12;49;54;56;10;10;11;9;11;2.5
2014;1;21;6;16;32;19;63;23;16;40;48;49;10;13;8;9;13;2.1
2014;1;21;7;33;56;32;80;33;21;23;28;36;19;20;12;9;13;3.2
2014;1;21;8;55;74;40;83;45;26;8;13;29;18;29;17;15;15;1.5
2014;1;21;9;29;60;0;91;38;23;28;28;0;21;32;0;19;17;2.4
2014;1;21;10;17;51;0;74;35;17;39;42;0;19;23;0;23;17;3.4
2014;1;21;11;15;52;0;75;33;17;43;43;0;12;23;0;23;18;2.8
2014;1;21;12;14;43;0;74;35;15;44;46;0;14;23;0;18;16;3.1
2014;1;21;13;15;45;0;90;26;17;45;47;0;15;17;0;13;15;3.7
2014;1;21;14;17;43;0;81;25;25;44;46;0;16;23;0;19;20;3.7
2014;1;21;15;20;44;0;97;23;24;41;43;0;18;24;0;15;22;4.6
2014;1;21;16;28;58;0;107;31;24;32;33;0;18;27;0;16;20;3
2014;1;21;17;51;70;0;106;46;33;13;23;0;20;31;0;15;17;2.2
2014;1;21;18;57;74;0;102;45;38;7;18;0;34;34;0;14;19;2.3
2014;1;21;19;66;71;0;89;54;37;2;9;0;31;30;0;15;20;1.4
2014;1;21;20;65;70;0;65;29;39;1;8;0;32;31;0;14;23;0
2014;1;21;21;57;54;0;65;26;26;1;5;0;37;32;0;11;20;0
2014;1;21;22;46;46;0;54;34;25;1;4;0;38;30;0;22;19;0
2014;1;21;23;42;39;0;59;38;33;1;5;0;36;28;0;24;21;0
2014;1;22;0;34;30;0;51;38;28;1;6;0;32;26;0;18;22;0
2014;1;22;1;32;23;0;38;49;23;0;4;0;29;24;0;22;22;0
2014;1;22;2;26;21;0;43;39;20;1;6;0;30;26;0;20;25;0.5
2014;1;22;3;26;19;0;36;31;22;1;5;0;34;27;0;22;26;0
2014;1;22;4;26;19;0;36;39;30;0;3;0;43;26;0;26;30;0
2014;1;22;5;23;21;0;47;40;38;0;4;0;27;27;0;32;39;0
2014;1;22;6;24;22;0;68;63;44;2;5;0;24;27;0;49;41;0.5
2014;1;22;7;36;35;0;100;69;66;0;4;0;23;30;0;62;61;0.9
2014;1;22;8;45;45;0;124;69;67;1;4;0;30;36;0;66;75;0
2014;1;22;9;67;37;0;115;77;70;3;6;0;41;36;0;66;73;0
2014;1;22;10;37;0;0;119;75;55;10;14;0;46;0;0;93;69;1
2014;1;22;11;39;0;0;115;67;53;11;31;0;34;0;0;83;67;0.8
2014;1;22;12;43;0;0;100;71;54;15;29;0;33;0;0;67;69;1.2
2014;1;22;13;28;0;0;105;37;44;39;46;0;30;26;0;46;62;1.2
2014;1;22;14;24;0;0;128;37;47;47;55;0;12;24;0;28;54;1.2
2014;1;22;15;27;0;0;127;64;39;57;54;0;17;19;0;35;55;1.6
2014;1;22;16;51;0;0;156;75;45;37;45;0;23;24;0;34;39;0.6
2014;1;22;17;99;0;0;140;102;84;5;20;0;30;39;0;27;46;0
2014;1;22;18;86;0;0;131;129;77;1;17;0;70;47;0;41;55;0
2014;1;22;19;127;0;0;105;159;76;3;8;0;77;50;0;76;50;0
2014;1;22;20;78;0;0;102;114;69;3;5;0;87;56;0;105;59;0
2014;1;22;21;101;0;0;80;89;61;3;4;0;88;57;0;90;54;0
2014;1;22;22;67;0;0;84;74;56;2;4;0;93;48;0;71;50;0
2014;1;22;23;51;0;0;71;61;49;1;4;0;72;40;0;65;48;0
2014;1;23;0;43;0;0;61;53;47;1;4;0;48;39;0;56;54;0
2014;1;23;1;54;0;0;57;47;43;1;4;0;43;37;0;46;47;0
2014;1;23;2;39;0;0;49;43;47;0;12;0;51;36;0;44;48;0
2014;1;23;3;27;0;0;53;42;54;4;18;0;37;36;0;38;43;0
2014;1;23;4;26;0;0;59;44;53;5;20;0;19;37;0;35;41;1.1
2014;1;23;5;38;0;0;76;50;55;0;13;0;26;38;0;36;42;0.7
2014;1;23;6;40;0;0;88;57;43;0;11;0;37;43;0;84;38;0
2014;1;23;7;57;0;0;103;80;50;2;7;0;32;53;0;120;37;0
2014;1;23;8;64;0;0;110;97;51;1;3;0;61;69;0;93;41;0
2014;1;23;9;94;0;0;121;98;55;2;4;0;68;82;0;122;45;0
2014;1;23;10;78;0;0;104;64;0;2;7;0;94;86;0;79;0;0
2014;1;23;11;50;0;0;101;56;0;5;0;0;69;76;0;41;0;1
2014;1;23;12;45;0;0;85;49;0;8;0;0;61;63;0;41;0;1.1
2014;1;23;13;26;0;0;89;37;23;34;0;0;40;43;0;29;0;0.7
2014;1;23;14;17;0;0;68;35;20;54;0;0;14;26;0;24;0;4.2
2014;1;23;15;18;0;0;77;31;18;60;0;0;17;25;0;27;38;5.5
2014;1;23;16;22;0;0;81;40;23;56;0;0;16;23;0;19;30;5.5
2014;1;23;17;32;0;0;83;44;27;44;0;0;15;24;0;14;24;4.7
2014;1;23;18;38;0;0;104;46;32;38;0;0;17;25;0;21;19;3.2
2014;1;23;19;37;0;0;85;46;28;39;0;0;21;25;0;16;18;2.6
2014;1;23;20;39;0;0;75;33;23;38;0;0;17;23;0;12;17;3.7
2014;1;23;21;27;0;0;66;33;25;44;0;0;19;24;0;14;19;1.3
2014;1;23;22;16;0;0;51;28;22;47;0;0;17;27;0;14;20;3.1
2014;1;23;23;19;0;0;52;24;21;42;0;0;18;25;0;10;19;4.6
2014;1;24;0;17;0;0;44;27;29;40;0;0;22;26;0;8;19;4
2014;1;24;1;16;0;0;50;25;26;42;0;0;17;23;0;11;19;1.7
2014;1;24;2;13;0;0;41;24;17;42;0;0;17;20;0;9;16;1.5
2014;1;24;3;25;0;0;54;21;15;26;0;0;17;20;0;13;13;0
2014;1;24;4;28;0;0;66;20;15;23;0;0;19;18;0;10;13;0.6
2014;1;24;5;16;0;0;83;22;20;48;0;0;18;17;0;9;15;1.3
2014;1;24;6;14;0;0;75;48;21;59;0;0;11;14;0;11;13;4
2014;1;24;7;28;0;0;90;58;29;46;0;0;11;16;0;17;12;3.6
2014;1;24;8;45;0;0;97;47;27;33;0;0;15;20;0;20;12;3.6
2014;1;24;9;27;0;0;95;43;27;50;0;0;15;18;0;14;12;4.1
2014;1;24;10;19;0;0;69;34;23;61;0;0;11;15;0;14;12;4.3
2014;1;24;11;13;0;0;77;29;0;67;0;0;12;16;0;8;0;4.9
2014;1;24;12;11;0;0;79;32;18;70;0;0;13;22;0;8;0;5.5
2014;1;24;13;12;0;0;75;28;17;69;0;0;9;17;0;9;0;6.3
2014;1;24;14;19;0;0;73;36;22;62;0;0;10;23;0;8;15;4.6
2014;1;24;15;23;0;0;80;34;19;56;0;61;12;23;0;6;16;4.4
2014;1;24;16;33;0;0;91;49;23;43;0;52;15;21;0;6;14;3.9
2014;1;24;17;33;0;0;107;45;40;43;0;45;15;26;0;9;16;3.5
2014;1;24;18;32;0;0;105;55;33;39;0;41;16;26;0;11;16;3.8
2014;1;24;19;35;0;0;107;46;26;38;0;38;19;23;0;13;14;4.7
2014;1;24;20;33;0;0;66;47;20;39;0;44;22;21;0;16;13;3.6
2014;1;24;21;32;0;0;64;29;22;37;0;47;17;20;0;15;13;2.9
2014;1;24;22;55;0;0;56;29;25;12;0;44;22;26;0;15;13;1.7
2014;1;24;23;39;0;0;59;59;29;25;0;41;25;25;0;14;17;0.7
2014;1;25;0;42;0;0;64;56;29;17;0;35;24;21;0;20;16;0.9
2014;1;25;1;47;0;0;62;66;37;16;0;24;25;20;0;22;14;0.7
2014;1;25;2;44;0;0;59;66;16;14;0;27;24;23;0;33;13;1.4
2014;1;25;3;46;0;0;59;62;13;0;0;33;23;25;0;29;11;0
2014;1;25;4;50;0;0;55;58;18;0;0;37;26;24;0;29;13;0.6
2014;1;25;5;41;0;0;63;60;28;0;0;35;23;21;0;29;17;0
2014;1;25;6;50;0;0;89;72;30;0;0;17;25;21;0;44;23;0
2014;1;25;7;52;0;0;76;58;31;0;0;19;27;27;0;129;22;0
2014;1;25;8;63;0;0;74;31;37;0;0;32;29;30;0;33;20;0.5
2014;1;25;9;65;0;0;79;61;41;0;0;28;37;26;0;0;23;0
2014;1;25;10;51;0;0;84;66;37;0;0;34;30;20;0;25;23;1
2014;1;25;11;48;0;0;84;45;30;0;0;47;24;26;0;20;24;1.1
2014;1;25;12;35;0;0;95;39;28;0;0;52;33;28;0;15;25;1.6
2014;1;25;13;20;0;0;97;37;24;0;0;51;28;23;0;14;19;3
2014;1;25;14;20;0;0;81;46;24;0;0;57;24;22;0;18;20;3.2
2014;1;25;15;17;0;0;85;33;26;0;0;63;16;25;0;10;21;3.1
2014;1;25;16;22;0;0;115;38;23;0;0;62;15;27;0;12;21;2.9
2014;1;25;17;45;0;0;129;31;21;0;0;60;25;26;0;10;19;2.9
2014;1;25;18;41;0;0;87;55;21;0;0;58;29;30;0;10;23;1.8
2014;1;25;19;32;0;0;75;44;16;0;0;63;20;47;0;15;41;3.4
2014;1;25;20;23;0;0;49;37;14;0;0;67;20;57;0;18;50;3.4
2014;1;25;21;16;0;0;32;20;11;0;0;70;20;62;0;12;54;3.9
2014;1;25;22;14;0;0;31;16;9;0;0;74;16;61;0;12;54;4.6
2014;1;25;23;37;0;0;29;22;10;0;0;73;13;46;0;11;41;2.4
2014;1;26;0;36;0;0;34;34;8;0;0;66;16;47;0;0;36;0
2014;1;26;1;19;0;0;35;43;7;0;0;63;17;38;0;12;30;3.3
2014;1;26;2;39;0;0;33;38;6;0;0;61;15;36;0;12;25;2.1
2014;1;26;3;49;0;0;29;38;7;0;0;60;17;33;0;8;20;1.2
2014;1;26;4;46;0;0;19;31;7;0;0;65;19;25;0;10;16;0.5
2014;1;26;5;46;0;0;19;25;6;0;0;67;18;20;0;9;12;0.6
2014;1;26;6;15;0;0;23;21;9;0;0;66;14;17;0;5;12;0.9
2014;1;26;7;5;0;0;22;40;9;0;0;62;10;11;0;5;11;6.3
2014;1;26;8;6;0;0;22;32;8;0;0;65;11;11;0;11;11;5.5
2014;1;26;9;6;0;0;19;14;6;0;0;75;17;13;0;9;14;5.3
2014;1;26;10;6;0;0;24;11;6;0;0;80;18;20;0;13;15;5.8
2014;1;26;11;7;0;0;46;17;7;0;0;78;18;23;0;11;18;7.4
2014;1;26;12;7;0;0;49;20;9;0;0;80;17;23;0;15;21;6.2
2014;1;26;13;6;0;0;52;17;8;0;0;82;18;22;0;16;22;4.6
2014;1;26;14;6;0;0;56;11;12;0;0;75;16;22;0;15;22;5.8
2014;1;26;15;8;0;0;73;18;13;0;0;66;16;24;0;15;22;5
2014;1;26;16;13;0;0;96;22;21;0;0;55;19;24;0;15;22;5.3
2014;1;26;17;38;0;0;124;38;23;0;0;56;21;21;0;16;20;3.4
2014;1;26;18;71;0;0;124;52;38;0;0;40;34;26;0;21;24;1.3
2014;1;26;19;68;0;0;112;66;63;0;0;26;33;36;0;23;29;0.8
2014;1;26;20;68;0;0;114;96;55;0;0;24;44;46;0;32;37;0.5
2014;1;26;21;58;0;0;100;102;68;0;0;10;42;49;0;43;41;0
2014;1;26;22;55;0;0;109;92;77;0;0;8;43;56;0;45;65;0.9
2014;1;26;23;53;0;0;80;54;63;0;0;27;42;59;0;0;69;0
2014;1;27;0;46;0;0;11;27;15;0;0;57;41;52;0;0;52;0
2014;1;27;1;41;0;0;7;21;11;0;0;60;34;46;0;14;30;0
2014;1;27;2;27;0;0;8;19;8;0;0;55;30;42;0;13;20;0
2014;1;27;3;26;0;0;13;10;9;0;0;53;27;29;0;14;14;0
2014;1;27;4;21;0;0;29;8;11;0;0;70;22;20;0;10;10;0.8
2014;1;27;5;8;0;0;62;11;19;0;0;69;13;15;0;17;14;2.4
2014;1;27;6;13;0;0;100;23;19;0;0;56;11;12;0;17;18;2.3
2014;1;27;7;36;0;0;112;55;36;0;0;26;15;12;0;23;18;1.8
2014;1;27;8;47;0;0;112;61;65;0;0;13;15;17;0;26;24;3.1
2014;1;27;9;25;0;0;119;42;48;0;0;31;17;24;0;25;0;3.4
2014;1;27;10;18;0;0;89;34;36;0;0;52;15;27;0;20;24;2.8
2014;1;27;11;13;0;0;97;31;22;0;0;0;14;26;0;17;21;4.3
2014;1;27;12;11;0;0;78;22;22;0;0;0;9;22;0;18;19;6.1
2014;1;27;13;10;0;0;90;22;19;74;0;0;14;22;0;15;21;6
2014;1;27;14;11;0;0;94;22;26;73;0;0;11;21;0;17;21;5
2014;1;27;15;14;0;0;91;30;32;70;0;0;10;21;0;17;21;5.1
2014;1;27;16;23;0;0;122;43;35;62;0;0;13;22;0;15;21;4.3
2014;1;27;17;45;0;0;151;59;65;39;0;0;15;25;0;17;26;3.4
2014;1;27;18;86;0;0;111;28;65;11;0;0;22;33;0;0;34;1.7
2014;1;27;19;78;0;0;86;42;47;8;0;0;29;35;0;17;31;0.8
2014;1;27;20;62;0;0;69;35;28;14;0;0;35;31;0;17;23;1.5
2014;1;27;21;29;0;0;51;25;20;37;0;0;27;28;0;13;17;0.7
2014;1;27;22;36;0;0;39;20;22;27;0;50;25;23;0;9;15;0.6
2014;1;27;23;29;0;0;42;25;31;34;0;48;23;23;0;9;19;1
2014;1;28;0;47;0;0;35;28;20;10;0;48;19;21;0;10;19;1.2
2014;1;28;1;39;0;0;30;26;16;16;0;49;26;18;0;14;16;0.8
2014;1;28;2;47;0;0;36;20;21;4;0;42;21;19;0;7;18;0
2014;1;28;3;42;0;0;32;15;29;3;0;47;24;16;0;13;16;0.7
2014;1;28;4;36;0;0;40;29;43;14;0;48;21;15;0;6;16;0.5
2014;1;28;5;32;0;0;64;32;60;16;0;43;14;15;12;10;24;0
2014;1;28;6;52;0;0;97;37;70;6;0;32;17;16;9;7;28;0
2014;1;28;7;72;0;0;108;88;84;1;0;9;23;25;0;14;29;0
2014;1;28;8;97;0;0;113;92;84;2;0;11;43;42;0;32;49;0.6
2014;1;28;9;58;0;0;115;60;61;16;0;14;42;49;21;30;74;1
2014;1;28;10;40;0;0;118;50;30;30;0;0;36;39;0;0;30;1.6
2014;1;28;11;18;0;0;114;34;43;59;0;0;35;0;0;0;22;3
2014;1;28;12;14;0;0;108;38;28;68;0;0;14;23;0;0;17;4.8
2014;1;28;13;17;0;0;98;28;27;66;0;0;12;15;0;25;17;4.2
2014;1;28;14;22;0;0;121;33;27;63;0;0;17;22;0;24;21;4.5
2014;1;28;15;24;0;0;0;53;46;60;67;0;20;25;0;21;26;2.9
2014;1;28;16;34;0;0;0;70;52;50;57;34;20;25;18;24;28;2.4
2014;1;28;17;65;0;0;0;77;75;24;37;20;22;24;22;25;30;1.5
2014;1;28;18;84;0;0;0;99;83;3;20;4;42;30;30;30;50;0
2014;1;28;19;67;0;0;0;103;96;6;22;4;35;33;35;49;65;1.4
2014;1;28;20;70;0;0;102;103;68;2;18;6;39;33;57;59;55;0
2014;1;28;21;44;0;0;84;73;32;22;25;8;38;37;55;52;32;1.3
2014;1;28;22;42;0;0;79;60;27;22;23;24;25;32;29;26;21;1.2
2014;1;28;23;41;0;0;46;30;20;23;46;40;26;28;17;20;32;2.3
2014;1;29;0;22;0;0;36;22;14;38;64;49;21;22;18;14;18;3.3
2014;1;29;1;12;0;0;25;25;10;59;76;53;15;14;11;12;11;1.6
2014;1;29;2;7;0;0;21;12;9;65;78;56;13;10;8;8;8;2.9
2014;1;29;3;6;0;0;40;11;9;62;78;50;15;10;5;8;8;3.6
2014;1;29;4;6;0;0;57;17;12;64;73;43;14;8;5;6;5;4.2
2014;1;29;5;6;0;0;83;27;17;66;74;47;11;6;8;6;4;4.4
2014;1;29;6;8;0;0;88;33;19;64;79;50;14;8;9;4;6;5.3
2014;1;29;7;12;0;0;96;47;38;61;79;36;15;9;10;6;10;5.6
2014;1;29;8;13;0;0;96;54;39;61;76;40;12;12;12;11;12;4.6
2014;1;29;9;14;0;0;86;30;19;59;77;53;12;12;6;16;11;5
2014;1;29;10;9;0;0;109;52;25;66;76;38;11;9;8;0;11;4.9
2014;1;29;11;12;0;0;86;61;41;61;73;43;9;9;10;13;12;5.5
